Table 1
P	TAB	URL	NO	REF	LVL	DATES	AGIID	AGIID DUP
8	"<tr class=""odd""><td style=""padding: 0.5em; min-width: 75px; text-align:center""><a href=""/ParesBusquedas20/catalogo/show/349240?nm"" id=""thumbnail""><img src=""/ParesBusquedas20/catalogo/showthumbnail/349240"" onerror=""sin_thumbnail('349240')""></a></td><td><p class=""titulo""><input type=""checkbox"" name=""sel"" value=""349240""><img class=""iconoNivel"" src=""/ParesBusquedas20/img/iconoNivel20.gif"" title=""Item or Associated Element of Description"">&nbsp;<a href=""/ParesBusquedas20/catalogo/description/349240?nm"">Cartas de cabildos seculares&nbsp;</a><a class=""btn_ventana_nueva"" target=""_blank"" href=""/ParesBusquedas20/catalogo/description/349240""><img src=""/ParesBusquedas20/img/flecha_ventana_nueva.jpg"" width=""20"" height=""15"" alt=""Open link in new window"" class=""icono""></a></p><p class=""tipo_archivo""><em class=""destacado"">Archive: </em>Archivo General de Indias</p><p class=""fecha""><em class=""destacado"">Dates: </em>1631-07-04</p><p class=""signatura""><em class=""destacado"">Reference number: </em>GUATEMALA,43,N.29</p></td></tr>"	http	43	"GUATEMALA,43,N.29"	Us	1631-07-04	349240	0
8	"<tr class=""even""><td style=""padding: 0.5em; min-width: 75px; text-align:center""><a href=""/ParesBusquedas20/catalogo/show/349241?nm"" id=""thumbnail""><img src=""/ParesBusquedas20/catalogo/showthumbnail/349241"" onerror=""sin_thumbnail('349241')""></a></td><td><p class=""titulo""><input type=""checkbox"" name=""sel"" value=""349241""><img class=""iconoNivel"" src=""/ParesBusquedas20/img/iconoNivel20.gif"" title=""Item or Associated Element of Description"">&nbsp;<a href=""/ParesBusquedas20/catalogo/description/349241?nm"">Cartas de cabildos seculares&nbsp;</a><a class=""btn_ventana_nueva"" target=""_blank"" href=""/ParesBusquedas20/catalogo/description/349241""><img src=""/ParesBusquedas20/img/flecha_ventana_nueva.jpg"" width=""20"" height=""15"" alt=""Open link in new window"" class=""icono""></a></p><p class=""tipo_archivo""><em class=""destacado"">Archive: </em>Archivo General de Indias</p><p class=""fecha""><em class=""destacado"">Dates: </em>1631-07-04</p><p class=""signatura""><em class=""destacado"">Reference number: </em>GUATEMALA,43,N.30</p></td></tr>"	http	43	"GUATEMALA,43,N.30"	Us	1631-07-04	349241	0
8	"<tr class=""odd""><td style=""padding: 0.5em; min-width: 75px; text-align:center""><a href=""/ParesBusquedas20/catalogo/show/349242?nm"" id=""thumbnail""><img src=""/ParesBusquedas20/catalogo/showthumbnail/349242"" onerror=""sin_thumbnail('349242')""></a></td><td><p class=""titulo""><input type=""checkbox"" name=""sel"" value=""349242""><img class=""iconoNivel"" src=""/ParesBusquedas20/img/iconoNivel20.gif"" title=""Item or Associated Element of Description"">&nbsp;<a href=""/ParesBusquedas20/catalogo/description/349242?nm"">Cartas de cabildos seculares&nbsp;</a><a class=""btn_ventana_nueva"" target=""_blank"" href=""/ParesBusquedas20/catalogo/description/349242""><img src=""/ParesBusquedas20/img/flecha_ventana_nueva.jpg"" width=""20"" height=""15"" alt=""Open link in new window"" class=""icono""></a></p><p class=""tipo_archivo""><em class=""destacado"">Archive: </em>Archivo General de Indias</p><p class=""fecha""><em class=""destacado"">Dates: </em>1631-10-22</p><p class=""signatura""><em class=""destacado"">Reference number: </em>GUATEMALA,43,N.31</p></td></tr>"	http	43	"GUATEMALA,43,N.31"	Us	1631-10-22	349242	0
8	"<tr class=""even""><td style=""padding: 0.5em; min-width: 75px; text-align:center""><a href=""/ParesBusquedas20/catalogo/show/349243?nm"" id=""thumbnail""><img src=""/ParesBusquedas20/catalogo/showthumbnail/349243"" onerror=""sin_thumbnail('349243')""></a></td><td><p class=""titulo""><input type=""checkbox"" name=""sel"" value=""349243""><img class=""iconoNivel"" src=""/ParesBusquedas20/img/iconoNivel20.gif"" title=""Item or Associated Element of Description"">&nbsp;<a href=""/ParesBusquedas20/catalogo/description/349243?nm"">Cartas de cabildos seculares&nbsp;</a><a class=""btn_ventana_nueva"" target=""_blank"" href=""/ParesBusquedas20/catalogo/description/349243""><img src=""/ParesBusquedas20/img/flecha_ventana_nueva.jpg"" width=""20"" height=""15"" alt=""Open link in new window"" class=""icono""></a></p><p class=""tipo_archivo""><em class=""destacado"">Archive: </em>Archivo General de Indias</p><p class=""fecha""><em class=""destacado"">Dates: </em>1631-10-22</p><p class=""signatura""><em class=""destacado"">Reference number: </em>GUATEMALA,43,N.32</p></td></tr>"	http	43	"GUATEMALA,43,N.32"	Us	1631-10-22	349243	0
8	"<tr class=""odd""><td style=""padding: 0.5em; min-width: 75px; text-align:center""><a href=""/ParesBusquedas20/catalogo/show/349244?nm"" id=""thumbnail""><img src=""/ParesBusquedas20/catalogo/showthumbnail/349244"" onerror=""sin_thumbnail('349244')""></a></td><td><p class=""titulo""><input type=""checkbox"" name=""sel"" value=""349244""><img class=""iconoNivel"" src=""/ParesBusquedas20/img/iconoNivel20.gif"" title=""Item or Associated Element of Description"">&nbsp;<a href=""/ParesBusquedas20/catalogo/description/349244?nm"">Cartas de cabildos seculares&nbsp;</a><a class=""btn_ventana_nueva"" target=""_blank"" href=""/ParesBusquedas20/catalogo/description/349244""><img src=""/ParesBusquedas20/img/flecha_ventana_nueva.jpg"" width=""20"" height=""15"" alt=""Open link in new window"" class=""icono""></a></p><p class=""tipo_archivo""><em class=""destacado"">Archive: </em>Archivo General de Indias</p><p class=""fecha""><em class=""destacado"">Dates: </em>1631-10-30</p><p class=""signatura""><em class=""destacado"">Reference number: </em>GUATEMALA,43,N.33</p></td></tr>"	http	43	"GUATEMALA,43,N.33"	Us	1631-10-30	349244	0
8	"<tr class=""even""><td style=""padding: 0.5em; min-width: 75px; text-align:center""><a href=""/ParesBusquedas20/catalogo/show/349245?nm"" id=""thumbnail""><img src=""/ParesBusquedas20/catalogo/showthumbnail/349245"" onerror=""sin_thumbnail('349245')""></a></td><td><p class=""titulo""><input type=""checkbox"" name=""sel"" value=""349245""><img class=""iconoNivel"" src=""/ParesBusquedas20/img/iconoNivel20.gif"" title=""Item or Associated Element of Description"">&nbsp;<a href=""/ParesBusquedas20/catalogo/description/349245?nm"">Cartas de cabildos seculares&nbsp;</a><a class=""btn_ventana_nueva"" target=""_blank"" href=""/ParesBusquedas20/catalogo/description/349245""><img src=""/ParesBusquedas20/img/flecha_ventana_nueva.jpg"" width=""20"" height=""15"" alt=""Open link in new window"" class=""icono""></a></p><p class=""tipo_archivo""><em class=""destacado"">Archive: </em>Archivo General de Indias</p><p class=""fecha""><em class=""destacado"">Dates: </em>1631-11-04</p><p class=""signatura""><em class=""destacado"">Reference number: </em>GUATEMALA,43,N.34</p></td></tr>"	http	43	"GUATEMALA,43,N.34"	Us	1631-11-04	349245	0
8	"<tr class=""odd""><td style=""padding: 0.5em; min-width: 75px; text-align:center""><a href=""/ParesBusquedas20/catalogo/show/349246?nm"" id=""thumbnail""><img src=""/ParesBusquedas20/catalogo/showthumbnail/349246"" onerror=""sin_thumbnail('349246')""></a></td><td><p class=""titulo""><input type=""checkbox"" name=""sel"" value=""349246""><img class=""iconoNivel"" src=""/ParesBusquedas20/img/iconoNivel20.gif"" title=""Item or Associated Element of Description"">&nbsp;<a href=""/ParesBusquedas20/catalogo/description/349246?nm"">Cartas de cabildos seculares&nbsp;</a><a class=""btn_ventana_nueva"" target=""_blank"" href=""/ParesBusquedas20/catalogo/description/349246""><img src=""/ParesBusquedas20/img/flecha_ventana_nueva.jpg"" width=""20"" height=""15"" alt=""Open link in new window"" class=""icono""></a></p><p class=""tipo_archivo""><em class=""destacado"">Archive: </em>Archivo General de Indias</p><p class=""fecha""><em class=""destacado"">Dates: </em>1632-08-02</p><p class=""signatura""><em class=""destacado"">Reference number: </em>GUATEMALA,43,N.35</p></td></tr>"	http	43	"GUATEMALA,43,N.35"	Us	1632-08-02	349246	0
8	"<tr class=""even""><td style=""padding: 0.5em; min-width: 75px; text-align:center""><a href=""/ParesBusquedas20/catalogo/show/349248?nm"" id=""thumbnail""><img src=""/ParesBusquedas20/catalogo/showthumbnail/349248"" onerror=""sin_thumbnail('349248')""></a></td><td><p class=""titulo""><input type=""checkbox"" name=""sel"" value=""349248""><img class=""iconoNivel"" src=""/ParesBusquedas20/img/iconoNivel20.gif"" title=""Item or Associated Element of Description"">&nbsp;<a href=""/ParesBusquedas20/catalogo/description/349248?nm"">Cartas de cabildos seculares&nbsp;</a><a class=""btn_ventana_nueva"" target=""_blank"" href=""/ParesBusquedas20/catalogo/description/349248""><img src=""/ParesBusquedas20/img/flecha_ventana_nueva.jpg"" width=""20"" height=""15"" alt=""Open link in new window"" class=""icono""></a></p><p class=""tipo_archivo""><em class=""destacado"">Archive: </em>Archivo General de Indias</p><p class=""fecha""><em class=""destacado"">Dates: </em>1635-04-20</p><p class=""signatura""><em class=""destacado"">Reference number: </em>GUATEMALA,43,N.37</p></td></tr>"	http	43	"GUATEMALA,43,N.37"	Us	1635-04-20	349248	0
8	"<tr class=""odd""><td style=""padding: 0.5em; min-width: 75px; text-align:center""><a href=""/ParesBusquedas20/catalogo/show/349250?nm"" id=""thumbnail""><img src=""/ParesBusquedas20/catalogo/showthumbnail/349250"" onerror=""sin_thumbnail('349250')""></a></td><td><p class=""titulo""><input type=""checkbox"" name=""sel"" value=""349250""><img class=""iconoNivel"" src=""/ParesBusquedas20/img/iconoNivel20.gif"" title=""Item or Associated Element of Description"">&nbsp;<a href=""/ParesBusquedas20/catalogo/description/349250?nm"">Cartas de cabildos seculares&nbsp;</a><a class=""btn_ventana_nueva"" target=""_blank"" href=""/ParesBusquedas20/catalogo/description/349250""><img src=""/ParesBusquedas20/img/flecha_ventana_nueva.jpg"" width=""20"" height=""15"" alt=""Open link in new window"" class=""icono""></a></p><p class=""tipo_archivo""><em class=""destacado"">Archive: </em>Archivo General de Indias</p><p class=""fecha""><em class=""destacado"">Dates: </em>1648-10-06</p><p class=""signatura""><em class=""destacado"">Reference number: </em>GUATEMALA,43,N.39</p></td></tr>"	http	43	"GUATEMALA,43,N.39"	Us	1648-10-06	349250	0
8	"<tr class=""even""><td style=""padding: 0.5em; min-width: 75px; text-align:center""><a href=""/ParesBusquedas20/catalogo/show/349251?nm"" id=""thumbnail""><img src=""/ParesBusquedas20/catalogo/showthumbnail/349251"" onerror=""sin_thumbnail('349251')""></a></td><td><p class=""titulo""><input type=""checkbox"" name=""sel"" value=""349251""><img class=""iconoNivel"" src=""/ParesBusquedas20/img/iconoNivel20.gif"" title=""Item or Associated Element of Description"">&nbsp;<a href=""/ParesBusquedas20/catalogo/description/349251?nm"">Cartas de cabildos seculares&nbsp;</a><a class=""btn_ventana_nueva"" target=""_blank"" href=""/ParesBusquedas20/catalogo/description/349251""><img src=""/ParesBusquedas20/img/flecha_ventana_nueva.jpg"" width=""20"" height=""15"" alt=""Open link in new window"" class=""icono""></a></p><p class=""tipo_archivo""><em class=""destacado"">Archive: </em>Archivo General de Indias</p><p class=""fecha""><em class=""destacado"">Dates: </em>1649-01-25</p><p class=""signatura""><em class=""destacado"">Reference number: </em>GUATEMALA,43,N.40</p></td></tr>"	http	43	"GUATEMALA,43,N.40"	Us	1649-01-25	349251	0
8	"<tr class=""odd""><td style=""padding: 0.5em; min-width: 75px; text-align:center""><a href=""/ParesBusquedas20/catalogo/show/349252?nm"" id=""thumbnail""><img src=""/ParesBusquedas20/catalogo/showthumbnail/349252"" onerror=""sin_thumbnail('349252')""></a></td><td><p class=""titulo""><input type=""checkbox"" name=""sel"" value=""349252""><img class=""iconoNivel"" src=""/ParesBusquedas20/img/iconoNivel20.gif"" title=""Item or Associated Element of Description"">&nbsp;<a href=""/ParesBusquedas20/catalogo/description/349252?nm"">Cartas de cabildos seculares&nbsp;</a><a class=""btn_ventana_nueva"" target=""_blank"" href=""/ParesBusquedas20/catalogo/description/349252""><img src=""/ParesBusquedas20/img/flecha_ventana_nueva.jpg"" width=""20"" height=""15"" alt=""Open link in new window"" class=""icono""></a></p><p class=""tipo_archivo""><em class=""destacado"">Archive: </em>Archivo General de Indias</p><p class=""fecha""><em class=""destacado"">Dates: </em>1649-03-06</p><p class=""signatura""><em class=""destacado"">Reference number: </em>GUATEMALA,43,N.41</p></td></tr>"	http	43	"GUATEMALA,43,N.41"	Us	1649-03-06	349252	0
8	"<tr class=""even""><td style=""padding: 0.5em; min-width: 75px; text-align:center""><a href=""/ParesBusquedas20/catalogo/show/349253?nm"" id=""thumbnail""><img src=""/ParesBusquedas20/catalogo/showthumbnail/349253"" onerror=""sin_thumbnail('349253')""></a></td><td><p class=""titulo""><input type=""checkbox"" name=""sel"" value=""349253""><img class=""iconoNivel"" src=""/ParesBusquedas20/img/iconoNivel20.gif"" title=""Item or Associated Element of Description"">&nbsp;<a href=""/ParesBusquedas20/catalogo/description/349253?nm"">Cartas de cabildos seculares&nbsp;</a><a class=""btn_ventana_nueva"" target=""_blank"" href=""/ParesBusquedas20/catalogo/description/349253""><img src=""/ParesBusquedas20/img/flecha_ventana_nueva.jpg"" width=""20"" height=""15"" alt=""Open link in new window"" class=""icono""></a></p><p class=""tipo_archivo""><em class=""destacado"">Archive: </em>Archivo General de Indias</p><p class=""fecha""><em class=""destacado"">Dates: </em>1649-05-04</p><p class=""signatura""><em class=""destacado"">Reference number: </em>GUATEMALA,43,N.42</p></td></tr>"	http	43	"GUATEMALA,43,N.42"	Us	1649-05-04	349253	0
8	"<tr class=""odd""><td style=""padding: 0.5em; min-width: 75px; text-align:center""><a href=""/ParesBusquedas20/catalogo/show/349254?nm"" id=""thumbnail""><img src=""/ParesBusquedas20/catalogo/showthumbnail/349254"" onerror=""sin_thumbnail('349254')""></a></td><td><p class=""titulo""><input type=""checkbox"" name=""sel"" value=""349254""><img class=""iconoNivel"" src=""/ParesBusquedas20/img/iconoNivel20.gif"" title=""Item or Associated Element of Description"">&nbsp;<a href=""/ParesBusquedas20/catalogo/description/349254?nm"">Cartas de cabildos seculares&nbsp;</a><a class=""btn_ventana_nueva"" target=""_blank"" href=""/ParesBusquedas20/catalogo/description/349254""><img src=""/ParesBusquedas20/img/flecha_ventana_nueva.jpg"" width=""20"" height=""15"" alt=""Open link in new window"" class=""icono""></a></p><p class=""tipo_archivo""><em class=""destacado"">Archive: </em>Archivo General de Indias</p><p class=""fecha""><em class=""destacado"">Dates: </em>1649-05-04</p><p class=""signatura""><em class=""destacado"">Reference number: </em>GUATEMALA,43,N.43</p></td></tr>"	http	43	"GUATEMALA,43,N.43"	Us	1649-05-04	349254	0
8	"<tr class=""even""><td style=""padding: 0.5em; min-width: 75px; text-align:center""><a href=""/ParesBusquedas20/catalogo/show/349255?nm"" id=""thumbnail""><img src=""/ParesBusquedas20/catalogo/showthumbnail/349255"" onerror=""sin_thumbnail('349255')""></a></td><td><p class=""titulo""><input type=""checkbox"" name=""sel"" value=""349255""><img class=""iconoNivel"" src=""/ParesBusquedas20/img/iconoNivel20.gif"" title=""Item or Associated Element of Description"">&nbsp;<a href=""/ParesBusquedas20/catalogo/description/349255?nm"">Cartas de cabildos seculares&nbsp;</a><a class=""btn_ventana_nueva"" target=""_blank"" href=""/ParesBusquedas20/catalogo/description/349255""><img src=""/ParesBusquedas20/img/flecha_ventana_nueva.jpg"" width=""20"" height=""15"" alt=""Open link in new window"" class=""icono""></a></p><p class=""tipo_archivo""><em class=""destacado"">Archive: </em>Archivo General de Indias</p><p class=""fecha""><em class=""destacado"">Dates: </em>1649-07-17</p><p class=""signatura""><em class=""destacado"">Reference number: </em>GUATEMALA,43,N.44</p></td></tr>"	http	43	"GUATEMALA,43,N.44"	Us	1649-07-17	349255	0
8	"<tr class=""odd""><td style=""padding: 0.5em; min-width: 75px; text-align:center""><a href=""/ParesBusquedas20/catalogo/show/349256?nm"" id=""thumbnail""><img src=""/ParesBusquedas20/catalogo/showthumbnail/349256"" onerror=""sin_thumbnail('349256')""></a></td><td><p class=""titulo""><input type=""checkbox"" name=""sel"" value=""349256""><img class=""iconoNivel"" src=""/ParesBusquedas20/img/iconoNivel20.gif"" title=""Item or Associated Element of Description"">&nbsp;<a href=""/ParesBusquedas20/catalogo/description/349256?nm"">Cartas de cabildos seculares&nbsp;</a><a class=""btn_ventana_nueva"" target=""_blank"" href=""/ParesBusquedas20/catalogo/description/349256""><img src=""/ParesBusquedas20/img/flecha_ventana_nueva.jpg"" width=""20"" height=""15"" alt=""Open link in new window"" class=""icono""></a></p><p class=""tipo_archivo""><em class=""destacado"">Archive: </em>Archivo General de Indias</p><p class=""fecha""><em class=""destacado"">Dates: </em>1649-07-17</p><p class=""signatura""><em class=""destacado"">Reference number: </em>GUATEMALA,43,N.45</p></td></tr>"	http	43	"GUATEMALA,43,N.45"	Us	1649-07-17	349256	0
8	"<tr class=""even""><td style=""padding: 0.5em; min-width: 75px; text-align:center""><a href=""/ParesBusquedas20/catalogo/show/349257?nm"" id=""thumbnail""><img src=""/ParesBusquedas20/catalogo/showthumbnail/349257"" onerror=""sin_thumbnail('349257')""></a></td><td><p class=""titulo""><input type=""checkbox"" name=""sel"" value=""349257""><img class=""iconoNivel"" src=""/ParesBusquedas20/img/iconoNivel20.gif"" title=""Item or Associated Element of Description"">&nbsp;<a href=""/ParesBusquedas20/catalogo/description/349257?nm"">Cartas de cabildos seculares&nbsp;</a><a class=""btn_ventana_nueva"" target=""_blank"" href=""/ParesBusquedas20/catalogo/description/349257""><img src=""/ParesBusquedas20/img/flecha_ventana_nueva.jpg"" width=""20"" height=""15"" alt=""Open link in new window"" class=""icono""></a></p><p class=""tipo_archivo""><em class=""destacado"">Archive: </em>Archivo General de Indias</p><p class=""fecha""><em class=""destacado"">Dates: </em>1649-07-14</p><p class=""signatura""><em class=""destacado"">Reference number: </em>GUATEMALA,43,N.46</p></td></tr>"	http	43	"GUATEMALA,43,N.46"	Us	1649-07-14	349257	0
8	"<tr class=""odd""><td style=""padding: 0.5em; min-width: 75px; text-align:center""><a href=""/ParesBusquedas20/catalogo/show/349258?nm"" id=""thumbnail""><img src=""/ParesBusquedas20/catalogo/showthumbnail/349258"" onerror=""sin_thumbnail('349258')""></a></td><td><p class=""titulo""><input type=""checkbox"" name=""sel"" value=""349258""><img class=""iconoNivel"" src=""/ParesBusquedas20/img/iconoNivel20.gif"" title=""Item or Associated Element of Description"">&nbsp;<a href=""/ParesBusquedas20/catalogo/description/349258?nm"">Cartas de cabildos seculares&nbsp;</a><a class=""btn_ventana_nueva"" target=""_blank"" href=""/ParesBusquedas20/catalogo/description/349258""><img src=""/ParesBusquedas20/img/flecha_ventana_nueva.jpg"" width=""20"" height=""15"" alt=""Open link in new window"" class=""icono""></a></p><p class=""tipo_archivo""><em class=""destacado"">Archive: </em>Archivo General de Indias</p><p class=""fecha""><em class=""destacado"">Dates: </em>1649-11-23</p><p class=""signatura""><em class=""destacado"">Reference number: </em>GUATEMALA,43,N.47</p></td></tr>"	http	43	"GUATEMALA,43,N.47"	Us	1649-11-23	349258	0
8	"<tr class=""even""><td style=""padding: 0.5em; min-width: 75px; text-align:center""><a href=""/ParesBusquedas20/catalogo/show/349259?nm"" id=""thumbnail""><img src=""/ParesBusquedas20/catalogo/showthumbnail/349259"" onerror=""sin_thumbnail('349259')""></a></td><td><p class=""titulo""><input type=""checkbox"" name=""sel"" value=""349259""><img class=""iconoNivel"" src=""/ParesBusquedas20/img/iconoNivel20.gif"" title=""Item or Associated Element of Description"">&nbsp;<a href=""/ParesBusquedas20/catalogo/description/349259?nm"">Cartas de cabildos seculares&nbsp;</a><a class=""btn_ventana_nueva"" target=""_blank"" href=""/ParesBusquedas20/catalogo/description/349259""><img src=""/ParesBusquedas20/img/flecha_ventana_nueva.jpg"" width=""20"" height=""15"" alt=""Open link in new window"" class=""icono""></a></p><p class=""tipo_archivo""><em class=""destacado"">Archive: </em>Archivo General de Indias</p><p class=""fecha""><em class=""destacado"">Dates: </em>1649-11-23</p><p class=""signatura""><em class=""destacado"">Reference number: </em>GUATEMALA,43,N.48</p></td></tr>"	http	43	"GUATEMALA,43,N.48"	Us	1649-11-23	349259	0
8	"<tr class=""odd""><td style=""padding: 0.5em; min-width: 75px; text-align:center""><a href=""/ParesBusquedas20/catalogo/show/349261?nm"" id=""thumbnail""><img src=""/ParesBusquedas20/catalogo/showthumbnail/349261"" onerror=""sin_thumbnail('349261')""></a></td><td><p class=""titulo""><input type=""checkbox"" name=""sel"" value=""349261""><img class=""iconoNivel"" src=""/ParesBusquedas20/img/iconoNivel20.gif"" title=""Item or Associated Element of Description"">&nbsp;<a href=""/ParesBusquedas20/catalogo/description/349261?nm"">Cartas de cabildos seculares&nbsp;</a><a class=""btn_ventana_nueva"" target=""_blank"" href=""/ParesBusquedas20/catalogo/description/349261""><img src=""/ParesBusquedas20/img/flecha_ventana_nueva.jpg"" width=""20"" height=""15"" alt=""Open link in new window"" class=""icono""></a></p><p class=""tipo_archivo""><em class=""destacado"">Archive: </em>Archivo General de Indias</p><p class=""fecha""><em class=""destacado"">Dates: </em>1660-03-10</p><p class=""signatura""><em class=""destacado"">Reference number: </em>GUATEMALA,43,N.50</p></td></tr>"	http	43	"GUATEMALA,43,N.50"	Us	1660-03-10	349261	0
8	"<tr class=""even""><td style=""padding: 0.5em; min-width: 75px; text-align:center""><a href=""/ParesBusquedas20/catalogo/show/349263?nm"" id=""thumbnail""><img src=""/ParesBusquedas20/catalogo/showthumbnail/349263"" onerror=""sin_thumbnail('349263')""></a></td><td><p class=""titulo""><input type=""checkbox"" name=""sel"" value=""349263""><img class=""iconoNivel"" src=""/ParesBusquedas20/img/iconoNivel20.gif"" title=""Item or Associated Element of Description"">&nbsp;<a href=""/ParesBusquedas20/catalogo/description/349263?nm"">Cartas de cabildos seculares&nbsp;</a><a class=""btn_ventana_nueva"" target=""_blank"" href=""/ParesBusquedas20/catalogo/description/349263""><img src=""/ParesBusquedas20/img/flecha_ventana_nueva.jpg"" width=""20"" height=""15"" alt=""Open link in new window"" class=""icono""></a></p><p class=""tipo_archivo""><em class=""destacado"">Archive: </em>Archivo General de Indias</p><p class=""fecha""><em class=""destacado"">Dates: </em>1678</p><p class=""signatura""><em class=""destacado"">Reference number: </em>GUATEMALA,43,N.52</p></td></tr>"	http	43	"GUATEMALA,43,N.52"	Us	1678	349263	0
8	"<tr class=""odd""><td style=""padding: 0.5em; min-width: 75px; text-align:center""><a href=""/ParesBusquedas20/catalogo/show/349283?nm"" id=""thumbnail""><img src=""/ParesBusquedas20/catalogo/showthumbnail/349283"" onerror=""sin_thumbnail('349283')""></a></td><td><p class=""titulo""><input type=""checkbox"" name=""sel"" value=""349283""><img class=""iconoNivel"" src=""/ParesBusquedas20/img/iconoNivel20.gif"" title=""Item or Associated Element of Description"">&nbsp;<a href=""/ParesBusquedas20/catalogo/description/349283?nm"">Cartas de cabildos seculares&nbsp;</a><a class=""btn_ventana_nueva"" target=""_blank"" href=""/ParesBusquedas20/catalogo/description/349283""><img src=""/ParesBusquedas20/img/flecha_ventana_nueva.jpg"" width=""20"" height=""15"" alt=""Open link in new window"" class=""icono""></a></p><p class=""tipo_archivo""><em class=""destacado"">Archive: </em>Archivo General de Indias</p><p class=""fecha""><em class=""destacado"">Dates: </em>1648-01-14</p><p class=""signatura""><em class=""destacado"">Reference number: </em>GUATEMALA,43,N.72</p></td></tr>"	http	43	"GUATEMALA,43,N.72"	Us	1648-01-14	349283	0
8	"<tr class=""even""><td style=""padding: 0.5em; min-width: 75px; text-align:center""><a href=""/ParesBusquedas20/catalogo/show/349284?nm"" id=""thumbnail""><img src=""/ParesBusquedas20/catalogo/showthumbnail/349284"" onerror=""sin_thumbnail('349284')""></a></td><td><p class=""titulo""><input type=""checkbox"" name=""sel"" value=""349284""><img class=""iconoNivel"" src=""/ParesBusquedas20/img/iconoNivel20.gif"" title=""Item or Associated Element of Description"">&nbsp;<a href=""/ParesBusquedas20/catalogo/description/349284?nm"">Cartas de cabildos seculares&nbsp;</a><a class=""btn_ventana_nueva"" target=""_blank"" href=""/ParesBusquedas20/catalogo/description/349284""><img src=""/ParesBusquedas20/img/flecha_ventana_nueva.jpg"" width=""20"" height=""15"" alt=""Open link in new window"" class=""icono""></a></p><p class=""tipo_archivo""><em class=""destacado"">Archive: </em>Archivo General de Indias</p><p class=""fecha""><em class=""destacado"">Dates: </em>1649-01-20</p><p class=""signatura""><em class=""destacado"">Reference number: </em>GUATEMALA,43,N.73</p></td></tr>"	http	43	"GUATEMALA,43,N.73"	Us	1649-01-20	349284	0
8	"<tr class=""odd""><td style=""padding: 0.5em; min-width: 75px; text-align:center""><a href=""/ParesBusquedas20/catalogo/show/349285?nm"" id=""thumbnail""><img src=""/ParesBusquedas20/catalogo/showthumbnail/349285"" onerror=""sin_thumbnail('349285')""></a></td><td><p class=""titulo""><input type=""checkbox"" name=""sel"" value=""349285""><img class=""iconoNivel"" src=""/ParesBusquedas20/img/iconoNivel20.gif"" title=""Item or Associated Element of Description"">&nbsp;<a href=""/ParesBusquedas20/catalogo/description/349285?nm"">Cartas de cabildos seculares&nbsp;</a><a class=""btn_ventana_nueva"" target=""_blank"" href=""/ParesBusquedas20/catalogo/description/349285""><img src=""/ParesBusquedas20/img/flecha_ventana_nueva.jpg"" width=""20"" height=""15"" alt=""Open link in new window"" class=""icono""></a></p><p class=""tipo_archivo""><em class=""destacado"">Archive: </em>Archivo General de Indias</p><p class=""fecha""><em class=""destacado"">Dates: </em>1669-01-12</p><p class=""signatura""><em class=""destacado"">Reference number: </em>GUATEMALA,43,N.74</p></td></tr>"	http	43	"GUATEMALA,43,N.74"	Us	1669-01-12	349285	0
8	"<tr class=""even""><td style=""padding: 0.5em; min-width: 75px; text-align:center""><a href=""/ParesBusquedas20/catalogo/show/349317?nm"" id=""thumbnail""><img src=""/ParesBusquedas20/catalogo/showthumbnail/349317"" onerror=""sin_thumbnail('349317')""></a></td><td><p class=""titulo""><input type=""checkbox"" name=""sel"" value=""349317""><img class=""iconoNivel"" src=""/ParesBusquedas20/img/iconoNivel20.gif"" title=""Item or Associated Element of Description"">&nbsp;<a href=""/ParesBusquedas20/catalogo/description/349317?nm"">Cartas de cabildos seculares&nbsp;</a><a class=""btn_ventana_nueva"" target=""_blank"" href=""/ParesBusquedas20/catalogo/description/349317""><img src=""/ParesBusquedas20/img/flecha_ventana_nueva.jpg"" width=""20"" height=""15"" alt=""Open link in new window"" class=""icono""></a></p><p class=""tipo_archivo""><em class=""destacado"">Archive: </em>Archivo General de Indias</p><p class=""fecha""><em class=""destacado"">Dates: </em>1634-07-08</p><p class=""signatura""><em class=""destacado"">Reference number: </em>GUATEMALA,43,N.106</p></td></tr>"	http	43	"GUATEMALA,43,N.106"	Us	1634-07-08	349317	0
8	"<tr class=""odd""><td style=""padding: 0.5em; min-width: 75px; text-align:center""><a href=""/ParesBusquedas20/catalogo/show/349318?nm"" id=""thumbnail""><img src=""/ParesBusquedas20/catalogo/showthumbnail/349318"" onerror=""sin_thumbnail('349318')""></a></td><td><p class=""titulo""><input type=""checkbox"" name=""sel"" value=""349318""><img class=""iconoNivel"" src=""/ParesBusquedas20/img/iconoNivel20.gif"" title=""Item or Associated Element of Description"">&nbsp;<a href=""/ParesBusquedas20/catalogo/description/349318?nm"">Cartas de cabildos seculares&nbsp;</a><a class=""btn_ventana_nueva"" target=""_blank"" href=""/ParesBusquedas20/catalogo/description/349318""><img src=""/ParesBusquedas20/img/flecha_ventana_nueva.jpg"" width=""20"" height=""15"" alt=""Open link in new window"" class=""icono""></a></p><p class=""tipo_archivo""><em class=""destacado"">Archive: </em>Archivo General de Indias</p><p class=""fecha""><em class=""destacado"">Dates: </em>1634-08-01</p><p class=""signatura""><em class=""destacado"">Reference number: </em>GUATEMALA,43,N.107</p></td></tr>"	http	43	"GUATEMALA,43,N.107"	Us	1634-08-01	349318	0
