Series S 0—421 / Primary sources which are deposited series or collections.
ID	NO	PRIM	COLL	TYPE	ALT ID	CITED	PERIOD	PERIOD	SIZE	UNITS	ITEM	REPOSITORY	CITY	COUNTRY	IMPRINT	CITY	COUNTRY	FIRST PUB	LAST PUB	AUTHORS	EDITORS	JOURNAL	V	I	VIA	NOTE	LINK	END	
S 355	355	1	1	MS	xxx	0	1912	1968	12.25	feet	"Papers, Mark F. Boyd"	State Library and Archives of Florida	Tallahassee	USA	np	np	np	np	np	np	np	np	np	np	xnp	Not found in Archives Catalogue Link: http://archivescatalog.info.florida.gov	xnp	###	
S 339	339	1	1	MS	Somerset DD/WHh/d	1	1201	2000	59	boxes	HELYAR DOCUMENTS AND MUNIMENTS FROM COKER COURT. 13th century - 20th century	Somerset Heritage Centre	Taunton	UK	np	np	np	np	np	np	np	np	np	np	Somerset Archive Catalogue	Link: https://somerset-cat.swheritage.org.uk/records/DD/WHh 	xnp	###	
S 363	363	1	1	MS	xxx	0	1620	2016	xxx	xxx	Book A: Surveys	UK Hydrographic Office Archive	Taunton	UK	np	np	np	np	np	np	np	np	np	np	xnp	TNA Discovery: http://discovery.nationalarchives.gov.uk/details/r/967768e0-ca51-4635-ae14-deb758f3e1af	xnp	###	
S 365	365	1	1	MS	xxx	0	1757	1853	xxx	xxx	Miscellaneous Papers (Remark Books)	UK Hydrographic Office Archive	Taunton	UK	np	np	np	np	np	np	np	np	np	np	xnp	TNA Discovery: http://discovery.nationalarchives.gov.uk/details/r/6d7ad44d-7bf7-4774-9d9d-0cbcbc13e9b0 	xnp	###	
S 341	341	1	1	MS	xxx	0	1676	1676	1	items	Informations. 5 Jun 1676	Somerset Heritage Centre	Taunton	UK	np	np	np	np	np	np	np	np	np	np	xnp	https://somerset-cat.swheritage.org.uk/records/Q/SR/130/30	xnp	###	
S 349	349	1	1	MS	xxx	0	1701	1703	1	vols	"Papers of William Sealy, Bridgwater. 1701-1703"	Somerset Heritage Centre	Taunton	UK	np	np	np	np	np	np	np	np	np	np	xnp	https://somerset-cat.swheritage.org.uk/records/DD/X/PG/1	xnp	###	
S 351	351	1	1	MS	xxx	0	1150	2003	510	boxes	"WYNDHAM OF ORCHARD WYNDHAM, mid 12th century-2003"	Somerset Heritage Centre	Taunton	UK	np	np	np	np	np	np	np	np	np	np	xnp	https://somerset-cat.swheritage.org.uk/records/DD/WY	xnp	###	
S 343	343	1	1	MS	xxx	0	1715	1804	20	items	Miscellaneous papers. 1715-1804	Somerset Heritage Centre	Taunton	UK	np	np	np	np	np	np	np	np	np	np	xnp	https://somerset-cat.swheritage.org.uk/records/DD/GC/75	xnp	###	
S 347	347	1	1	MS	xxx	0	1545	2004	153	boxes	"PAPERS OF THE DICKINSON FAMILY OF KINGWESTON, 1545-2004"	Somerset Heritage Centre	Taunton	UK	np	np	np	np	np	np	np	np	np	np	xnp	https://somerset-cat.swheritage.org.uk/records/DD/DN	xnp	###	
S 345	345	1	1	MS	xxx	0	1849	1890	1	vols	Notes on the building of chapels. 1849-1890	Somerset Heritage Centre	Taunton	UK	np	np	np	np	np	np	np	np	np	np	xnp	https://somerset-cat.swheritage.org.uk/records/D/N/wsc/7/9	xnp	###	
S 73	73	1	1	MS	"EST, d"	xxx	1509	1789	8343	legajos	Secretaría de Estado	Archivo General de Simancas	Valladolid	Spain	np	np	np	np	np	np	np	np	np	np	AGS Guía del Investigador	AGS Guía del Investigador Link: file:///Users/angelnavidad/Downloads/guia-del-investigador.pdf / Not located in PARES	xnp	###	
S 75	75	1	1	MS	"EST,a"	xxx	1265	1833	3149	legajos	"1. Fondos de Instituciones del Antiguo Régimen, Secretaría del Despacho de Estado"	Archivo General de Simancas	Valladolid	Spain	np	np	np	np	np	np	np	np	np	np	PARES	xnp	xnp	###	
S 77	77	1	1	MS	"MPD, d"	19	1503	1962	7816	items	"3. Colecciones, Mapas, planos y dibujos"	Archivo General de Simancas	Valladolid	Spain	np	np	np	np	np	np	np	np	np	np	AGS Guía del Investigador / PARES	xnp	http://www.mcu.es/ccbae/es/mapas/principal.cmd	###	
S 79	79	1	1	MS	"SGU,a"	14	1547	1843	7990	legajos	"1. Fondos de Instituciones del Antiguo Régimen, Secretaría de Estado y del Despacho de Guerra"	Archivo General de Simancas	Valladolid	Spain	np	np	np	np	np	np	np	np	np	np	PARES	xnp	xnp	###	
S 207	207	1	1	MS	LC a	0	xxx	xxx	xxx	xxx	Vernon-Wager Papers	Library of Congress	Washington	USA	np	np	np	np	np	np	np	np	np	np	xnp	See 1904 Guide Link: https://archive.org/details/listofvernonwage00usliuoft/page/110/mode/2up 	xnp	###	
S xxx	xxx	1	1	MS	LC a	0	xxx	xxx	xxx	xxx	Sir Thomas Phillipps collection	Library of Congress	Washington	USA	np	np	np	np	np	np	np	np	np	np	xnp	xnp	https://www.loc.gov/item/mm78076737/	###	
S 243	243	1	1	MS	NARA a	7	1788	1990	xxx	xxx	"Record Group 84, Records of the Foreign Service Posts of the Department of State"	National Archives and Records Administration	Washington	USA	np	np	np	np	np	np	np	np	np	np	xnp	xnp	xnp	###	
S 205	205	1	1	MS	xxx	0	1809	1888	2500	items	Ephraim George Squier Papers	Library of Congress	Washington	USA	np	np	np	np	np	np	np	np	np	np	xnp	https://lccn.loc.gov/mm79041087	xnp	###	
S 129	129	1	1	MS	Blathwayt a	0	1631	1722	2564	items	William Blathwayt Papers	Colonial Williamsburg Foundation	Williamsburg	USA	np	np	np	np	np	np	np	np	np	np	xnp	xnp	xnp	###	
S 151	151	1	1	MS	xxx	0	1750	1850	10	feet	Collection of Philadelphia merchants records	Hagley Museum and Library	Wilmington	USA	np	np	np	np	np	np	np	np	np	np	xnp	Guide Link: https://findingaids.hagley.org/repositories/3/resources/830	xnp	###	
S 3	3	1	1	P	xxx	0	1690	1922	18000	titles	Newspapers & Periodicals	American Antiquarian Society	Worcester	USA	np	np	np	np	np	np	np	np	np	np	xnp	Guide: https://www.americanantiquarian.org/newspapers-periodicals	xnp	###	
S 407	407	1	1	MS	Pub Affairs	0	1881	1881	1	vols	Administration of Public Affairs	xxx	xxx	xxx	np	np	np	np	np	np	np	np	np	np	Burdon 3 371	Property of M. S. Metzgen during Burdon Historical Committee /Burdon 3 371	xnp	###	
S 359	359	1	1	MS	xxx	0	1736	1951	5	feet	"Document collection, Randolph Lee"	Town of Yorktown Museum	Yorktown Heights	USA	np	np	np	np	np	np	np	np	np	np	xnp	Catalogue not found	xnp	###	
