Table 1
CF	OID	URL	URL	DATE	DATE	SCOPE	MIL	OLD NOTES	NOTES	EXTRACT	
GT 18 ram 1 no 17	c413	http://pares.mcu.es/ParesBusquedas20/catalogo/description/347457	http://pares.mcu.es/ParesBusquedas20/catalogo/description/347457	23 Feb 1652	1652-02-23.	"CARTAS DE AUDIENCIA/Carta de Juan Francisco de Esquivel y Larraza, fiscal de la Audiencia de Guatemala."	^^^	^^^	NOTE REVIEWED ON 29 JUL 2022		
GT 18 ram 1 no 18	c414	http://pares.mcu.es/ParesBusquedas20/catalogo/description/347458	http://pares.mcu.es/ParesBusquedas20/catalogo/description/347458	23 Feb 1652	1652-02-23.	"CARTAS DE AUDIENCIA/Expediente sobre lo actuado por Antonio de Lara Mogrovejo, oidor de la Audiencia de Guatemala, con respecto a la visita que se hizo al contador Juan de Alcedo Serralta."	^^^	^^^	NOTE REVIEWED ON 29 JUL 2022		
GT 18 ram 1 no 19	c415	http://pares.mcu.es/ParesBusquedas20/catalogo/description/347459	http://pares.mcu.es/ParesBusquedas20/catalogo/description/347459	24 Feb 1652	1652-02-24.	"CARTAS DE AUDIENCIA/Carta de Juan Francisco de Esquivel y Larraza, fiscal de la Audiencia de Guatemala."	^^^	^^^	NOTE REVIEWED ON 29 JUL 2022		
GT 88 no 2	c3689	http://pares.mcu.es/ParesBusquedas20/catalogo/description/350643	http://pares.mcu.es/ParesBusquedas20/catalogo/description/350643	24 Feb 1652	1652-02-24.	CONFIRMACION DE OFICIO: JOSE QUIJADA/Expediente de Confirmación del oficio de escribano público y del número de Santísima Trinidad de Sonsonate a José Quijada. Resuelto	^^^	^^^	NOTE REVIEWED ON 29 JUL 2022		
GT 18 ram 1 no 20	c416	http://pares.mcu.es/ParesBusquedas20/catalogo/description/347460	http://pares.mcu.es/ParesBusquedas20/catalogo/description/347460	27 Feb 1652	1652-02-27.	"CARTAS DE AUDIENCIA/Decreto del Consejo sobre la actuación de Francisco López de Solís, oidor de la Audiencia de Guatemala."	^^^	^^^	NOTE REVIEWED ON 29 JUL 2022		
GT 18 ram 1 no 21	c417	http://pares.mcu.es/ParesBusquedas20/catalogo/description/347461	http://pares.mcu.es/ParesBusquedas20/catalogo/description/347461	29 Feb 1652	1652-02-29.	CARTAS DE AUDIENCIA/Carta de la Audiencia de Guatemala.	^^^	^^^	NOTE REVIEWED ON 29 JUL 2022		
GT 18 ram 1 no 22	c418	http://pares.mcu.es/ParesBusquedas20/catalogo/description/347462	http://pares.mcu.es/ParesBusquedas20/catalogo/description/347462	29 Feb 1652	1652-02-29.	"CARTAS DE AUDIENCIA/Carta de Francisco López de Solís, oidor de la Audiencia de Guatemala."	^^^	^^^	NOTE REVIEWED ON 29 JUL 2022		
GT 18 ram 1 no 23	c419	http://pares.mcu.es/ParesBusquedas20/catalogo/description/347463	http://pares.mcu.es/ParesBusquedas20/catalogo/description/347463	29 Feb 1652	1652-02-29.	CARTAS DE AUDIENCIA/Carta de la Audiencia de Guatemala.	^^^	^^^	NOTE REVIEWED ON 29 JUL 2022		
GT 18 ram 1 no 24	c420	http://pares.mcu.es/ParesBusquedas20/catalogo/description/347464	http://pares.mcu.es/ParesBusquedas20/catalogo/description/347464	29 Feb 1652	1652-02-29.	"CARTAS DE AUDIENCIA/Carta de Antonio de Lara Mogrovejo, oidor de la Audiencia de Guatemala."	^^^	^^^	NOTE REVIEWED ON 29 JUL 2022		
GT 88 no 3	c3690	http://pares.mcu.es/ParesBusquedas20/catalogo/description/350644	http://pares.mcu.es/ParesBusquedas20/catalogo/description/350644	7 Mar 1652	1652-03-07.	"CONFIRMACION DE OFICIO: BERNARDO DE ARCE DE CUEVA/Expediente de Confirmación del oficio de alguacil mayor de San Salvador, en Guatemala a Bernardo de Arce y de la Cueva. Resuelto"	^^^	^^^	NOTE REVIEWED ON 29 JUL 2022		
GT 88 no 4	c3691	http://pares.mcu.es/ParesBusquedas20/catalogo/description/350645	http://pares.mcu.es/ParesBusquedas20/catalogo/description/350645	7 Mar 1652	1652-03-07.	"CONFIRMACION DE OFICIO: ANTONIO DE ESPINOSA/Expediente de Confirmación del oficio de depositario general de Comayagua, en Honduras a Antonio de Espinosa. Resuelto"	^^^	^^^	NOTE REVIEWED ON 29 JUL 2022		
GT 88 no 5	c3692	http://pares.mcu.es/ParesBusquedas20/catalogo/description/350646	http://pares.mcu.es/ParesBusquedas20/catalogo/description/350646	13 Mar 1652	1652-03-13.	"CONFIRMACION DE OFICIO: DIEGO DE PADILLA/Expediente de Confirmación del oficio de receptor general de penas de cámara, estados y gastos de justicia de Guatemala a Diego de Padilla. Resuelto"	^^^	^^^	NOTE REVIEWED ON 29 JUL 2022		
GT 102 no 28	c3675	http://pares.mcu.es/ParesBusquedas20/catalogo/description/351151	http://pares.mcu.es/ParesBusquedas20/catalogo/description/351151	25 May 1652	1652-05-25.	CONFIRMACION DE ENCOMIENDA DE SAN LUCAS/Expediente de Confirmación de Encomienda de San Lucas o Sumacintla en Chiapa a Juan del Zas y Mazariegos. Resuelto	^^^	^^^	NOTE REVIEWED ON 29 JUL 2022		
GT 18 ram 1 no 25	c421	http://pares.mcu.es/ParesBusquedas20/catalogo/description/347465	http://pares.mcu.es/ParesBusquedas20/catalogo/description/347465	6 Jun 1652	1652-06-06.	"CARTAS DE AUDIENCIA/Expediente en razón del pleito que siguen los escribanos de cámara de la Audiencia de Guatemala, sobre que se le paguen ciertos derechos."	^^^	^^^	NOTE REVIEWED ON 29 JUL 2022		
GT 18 ram 1 no 26	c422	http://pares.mcu.es/ParesBusquedas20/catalogo/description/347466	http://pares.mcu.es/ParesBusquedas20/catalogo/description/347466	7 Jun 1652	1652-06-07.	CARTAS DE AUDIENCIA/Carta de la Audiencia de Guatemala.	^^^	^^^	NOTE REVIEWED ON 29 JUL 2022		
GT 88 no 6	c3693	http://pares.mcu.es/ParesBusquedas20/catalogo/description/350647	http://pares.mcu.es/ParesBusquedas20/catalogo/description/350647	8 Jun 1652	1652-06-08.	"CONFIRMACION DE OFICIO: JOSE DE ALBA/Expediente de Confirmación del oficio de depositario general de Gracias a Dios, en Honduras a José de Alba. Resuelto"	^^^	^^^	NOTE REVIEWED ON 29 JUL 2022		
GT 88 no 7	c3694	http://pares.mcu.es/ParesBusquedas20/catalogo/description/350648	http://pares.mcu.es/ParesBusquedas20/catalogo/description/350648	13 Jun 1652	1652-06-13.	"CONFIRMACION DE OFICIO: JUAN GIRON DE GUZMAN/Expediente de Confirmación del oficio de escribano público y del número, del juzgado mayor y visitas de Chiapa a Juan Girón de Guzmán. Resuelto"	^^^	^^^	NOTE REVIEWED ON 29 JUL 2022		
GT 88 no 8	c3695	http://pares.mcu.es/ParesBusquedas20/catalogo/description/350649	http://pares.mcu.es/ParesBusquedas20/catalogo/description/350649	18 Jun 1652	1652-06-18.	"CONFIRMACION DE OFICIO: JUAN FRANCISCO PEREZ/Expediente de Confirmación del oficio de fundidor, marcador y balanzario de la caja de Comayagua, en Honduras a Juan Francisco Pérez. Resuelto"	^^^	^^^	NOTE REVIEWED ON 29 JUL 2022		
GT 88 no 9	c3696	http://pares.mcu.es/ParesBusquedas20/catalogo/description/350650	http://pares.mcu.es/ParesBusquedas20/catalogo/description/350650	3 Aug 1652	1652-08-03.	CONFIRMACION DE OFICIO: NICOLAS TOLEDO Y LAS VARILLAS/Expediente de Confirmación del oficio de regidor de Chiapa a Nicolás Toledo y las Varillas. Resuelto	^^^	^^^	NOTE REVIEWED ON 29 JUL 2022		
GT 102 no 29	c3676	http://pares.mcu.es/ParesBusquedas20/catalogo/description/351152	http://pares.mcu.es/ParesBusquedas20/catalogo/description/351152	13 Aug 1652	1652-08-13.	CONFIRMACION DE ENCOMIENDA DE MITA/Expediente de Confirmación de Encomienda de Mita a Gertrudis de Vega y Galvez. Resuelto	^^^	^^^	NOTE REVIEWED ON 29 JUL 2022		
GT 88 no 10	c3682	http://pares.mcu.es/ParesBusquedas20/catalogo/description/350651	http://pares.mcu.es/ParesBusquedas20/catalogo/description/350651	17 Aug 1652	1652-08-17.	CONFIRMACION DE OFICIO: NICOLAS DE MAEDA/Expediente de Confirmación del oficio de escribano receptor del número de la Audiencia de Guatemala a Nicolás de Maeda. Resuelto	^^^	^^^	NOTE REVIEWED ON 29 JUL 2022		
GT 88 no 11	c3683	http://pares.mcu.es/ParesBusquedas20/catalogo/description/350652	http://pares.mcu.es/ParesBusquedas20/catalogo/description/350652	17 Aug 1652	1652-08-17.	CONFIRMACION DE OFICIO: JUAN DE ROBLES LOZANO/Expediente de confirmación del oficio de alguacil mayor de San Miguel de Guatemala a Juan de Robles Lozano. Resuelto	^^^	^^^	NOTE REVIEWED ON 29 JUL 2022		
GT 88 no 12	c3684	http://pares.mcu.es/ParesBusquedas20/catalogo/description/350653	http://pares.mcu.es/ParesBusquedas20/catalogo/description/350653	5 Sep 1652	1652-09-05.	CONFIRMACION DE OFICIO: LORENZO ALVAREZ DE MIRANDA/Expediente de Confirmación del oficio de regidor de Guatemala a Lorenzo Alvarez de Miranda. Resuelto	^^^	^^^	NOTE REVIEWED ON 29 JUL 2022		
GT 88 no 13	c3685	http://pares.mcu.es/ParesBusquedas20/catalogo/description/350654	http://pares.mcu.es/ParesBusquedas20/catalogo/description/350654	5 Sep 1652	1652-09-05.	CONFIRMACION DE OFICIO: MARCOS DAVALOS Y RIVERA/Expediente de Confirmación del oficio de depositario general de Guatemala a Marcos Dávalos y Rivera. Resuelto	^^^	^^^	NOTE REVIEWED ON 29 JUL 2022		
GT 102 no 30	c3677	http://pares.mcu.es/ParesBusquedas20/catalogo/description/351153	http://pares.mcu.es/ParesBusquedas20/catalogo/description/351153	12 Sep 1652	1652-09-12.	CONFIRMACION DE ENCOMIENDA DE GUATEMALA/Expediente de Confirmación de Encomienda de Guatemala a Bartolomé de Morquecho. Resuelto	^^^	^^^	NOTE REVIEWED ON 29 JUL 2022		
GT 88 no 14	c3686	http://pares.mcu.es/ParesBusquedas20/catalogo/description/350655	http://pares.mcu.es/ParesBusquedas20/catalogo/description/350655	12 Sep 1652	1652-09-12.	"CONFIRMACION DE OFICIO: JOSE NUÑEZ DE FIGUEROA/Expediente de Confirmación del oficio de escribano público, del cabildo y registros de Espíritu Santo de Esparza y Puerto de Caldera, en Nicaragua a José Núñez de Figueroa. Resuelto"	^^^	^^^	NOTE REVIEWED ON 29 JUL 2022		
GT 88 no 15	c3687	http://pares.mcu.es/ParesBusquedas20/catalogo/description/350656	http://pares.mcu.es/ParesBusquedas20/catalogo/description/350656	8 Oct 1652	1652-10-08.	"CONFIRMACION DE OFICIO: GREGORIO DIEZ DE SOLORZANO/Expediente de Confirmación del oficio de escribano público, cabildo y registros del Realejo, en Nicaragua a Gregorio Diez de Solórzano. Resuelto"	^^^	^^^	NOTE REVIEWED ON 29 JUL 2022		
GT 40 ram 17 no 49	c3679	http://pares.mcu.es/ParesBusquedas20/catalogo/description/348896	http://pares.mcu.es/ParesBusquedas20/catalogo/description/348896	20 Oct 1652	1652-10-20.	"CARTAS DE GOBERNADORES/Carta de Andrés de Arbierto, Gobernador de Nicaragua."	^^^	^^^	NOTE REVIEWED ON 29 JUL 2022		
GT 102 no 31	c3678	http://pares.mcu.es/ParesBusquedas20/catalogo/description/351154	http://pares.mcu.es/ParesBusquedas20/catalogo/description/351154	16 Nov 1652	1652-11-16.	"SOLICITUDES DE FRAY DIEGO DE LA PRESENTACION/Expediente sobre varias solicitudes hechas por fray Diego de la Presentación, prior de los Carmelitas descalzos de Madrid, en razón de la encomienda que poseia Juan Criado de Castilla, novicio de esta orden. </p><p>Pendiente de resolución"	^^^	^^^	NOTE REVIEWED ON 29 JUL 2022		
GT 44B no 86	c3680	http://pares.mcu.es/ParesBusquedas20/catalogo/description/349449	http://pares.mcu.es/ParesBusquedas20/catalogo/description/349449	2 Dec 1652	1652-12-02.	"Cartas de cabildos seculares/Carta del cabildo secular del Realejo, y testimonio de autos, informando de las actuaciones del tesorero de papel sellado y de su equiparación a los regidores de dicha villa."	^^^	^^^	NOTE REVIEWED ON 29 JUL 2022		
GT 88 no 16	c3688	http://pares.mcu.es/ParesBusquedas20/catalogo/description/350657	http://pares.mcu.es/ParesBusquedas20/catalogo/description/350657	23 Dec 1652	1652-12-23.	CONFIRMACION DE OFICIO: GARCIA DE AGUILAR Y DE LA CUEVA/Expediente de Confirmación del oficio de alférez mayor de Guatemala a García de Aguilar y de la Cueva. Resuelto	^^^	^^^	NOTE REVIEWED ON 29 JUL 2022		
GT 127 no 6	c3631	http://pares.mcu.es/ParesBusquedas20/catalogo/description/351994	http://pares.mcu.es/ParesBusquedas20/catalogo/description/351994	1 Jan 1653	1653.	"Informaciones: Antonio Tovilla de Velasco/Informaciones de oficio y parte: Antonio Tovilla de Velasco, beneficiado de Mapastepeque y vicario del obispado de Soconusco y Chiapa. Con parecer de la Audiencia"	^^^	^^^	NOTE REVIEWED ON 29 JUL 2022		
GT 18 ram 2 no 46	c442	http://pares.mcu.es/ParesBusquedas20/catalogo/description/347486	http://pares.mcu.es/ParesBusquedas20/catalogo/description/347486	1 Jan 1653	1653.	CARTAS DE AUDIENCIA/Copia de una de las leyes Nuevas dadas por Carlos V en Barcelona.	^^^	^^^	NOTE REVIEWED ON 29 JUL 2022		
GT 18 ram 2 no 47	c443	http://pares.mcu.es/ParesBusquedas20/catalogo/description/347487	http://pares.mcu.es/ParesBusquedas20/catalogo/description/347487	1 Jan 1653	1653.	"CARTAS DE AUDIENCIA/Copia de Real Cédula de 13-XI-1653 por lo que se prorroga a María Antonia de Velasco una ayuda de costa, que le otorgó el presidente de la Audiencia de Guatemala en las provincias de Honduras."	^^^	"Inc re defence, possibly / Inc re defence, possibly / ^^^ / ^^^ / Inc re defence, possibly"	NOTE REVIEWED ON 29 JUL 2022		
GT 18 ram 2 no 48	c444	http://pares.mcu.es/ParesBusquedas20/catalogo/description/347488	http://pares.mcu.es/ParesBusquedas20/catalogo/description/347488	1 Jan 1653	1653.	CARTAS DE AUDIENCIA/Real Cédula al presidente de la Audiencia de Guatemala sobre cómo se han de proveer las encomiendas de indios en Comayagua.	^^^	^^^	NOTE REVIEWED ON 29 JUL 2022		
GT 18 ram 2 no 27	c423	http://pares.mcu.es/ParesBusquedas20/catalogo/description/347467	http://pares.mcu.es/ParesBusquedas20/catalogo/description/347467	5 Jan 1653	1653-01-05.	"CARTAS DE AUDIENCIA/Carta de Francisco López de Solís, oidor de la Audiencia de Guatemala."	^^^	^^^	NOTE REVIEWED ON 29 JUL 2022		
GT 102 no 32	c3625	http://pares.mcu.es/ParesBusquedas20/catalogo/description/351155	http://pares.mcu.es/ParesBusquedas20/catalogo/description/351155	30 Jan 1653	1653-01-30.	"CONFIRMACION DE ENCOMIENDA DE JUIGALPA, ETC/Expediente de Confirmación de Encomienda de Juigalpa, en los Chotales y Nicaragua a Francisco de Obregón. Resuelto"	^^^	^^^	NOTE REVIEWED ON 29 JUL 2022		
GT 18 ram 2 no 28	c424	http://pares.mcu.es/ParesBusquedas20/catalogo/description/347468	http://pares.mcu.es/ParesBusquedas20/catalogo/description/347468	31 Jan 1653	1653-01-31.	"CARTAS DE AUDIENCIA/Carta de Juan González de Manjarres, oidor de la Audiencia de Guatemala."	^^^	^^^	NOTE REVIEWED ON 29 JUL 2022		
GT 18 ram 2 no 29	c425	http://pares.mcu.es/ParesBusquedas20/catalogo/description/347469	http://pares.mcu.es/ParesBusquedas20/catalogo/description/347469	3 Feb 1653	1653-02-03.	"CARTAS DE AUDIENCIA/Carta de Juan Francisco de Esquivel y Larraza, fiscal de la Audiencia de Guatemala."	^^^	^^^	NOTE REVIEWED ON 29 JUL 2022		
GT 18 ram 2 no 30	c426	http://pares.mcu.es/ParesBusquedas20/catalogo/description/347470	http://pares.mcu.es/ParesBusquedas20/catalogo/description/347470	3 Feb 1653	1653-02-03.	"CARTAS DE AUDIENCIA/Carta de Juan Francisco de Esquivel y Larraza, fiscal de la Audiencia de Guatemala."	^^^	^^^	NOTE REVIEWED ON 29 JUL 2022		
GT 44B no 33	c3634	http://pares.mcu.es/ParesBusquedas20/catalogo/description/349396	http://pares.mcu.es/ParesBusquedas20/catalogo/description/349396	6 Feb 1653	1653-02-06.	"Cartas de cabildos seculares/Carta del cabildo secular de Ciudad Real de Chiapa, solicitando la permanencia en el cargo de Alcalde Mayor de D. Alonso de Bargas Zapata y Luján, provisto por S.M"	^^^	^^^	NOTE REVIEWED ON 29 JUL 2022		
GT 18 ram 2 no 31	c427	http://pares.mcu.es/ParesBusquedas20/catalogo/description/347471	http://pares.mcu.es/ParesBusquedas20/catalogo/description/347471	17 Feb 1653	1653-02-17.	"CARTAS DE AUDIENCIA/Carta de Juan Francisco de Esquivel y Larraza, fiscal de la Audiencia de Guatemala."	^^^	^^^	NOTE REVIEWED ON 29 JUL 2022		
GT 88 no 17	c3635	http://pares.mcu.es/ParesBusquedas20/catalogo/description/350658	http://pares.mcu.es/ParesBusquedas20/catalogo/description/350658	19 Feb 1653	1653-02-19.	CONFIRMACION DE OFICIO: CARLOS BERMUDEZ DE VILLAFUERTE/Expediente de Confirmación del oficio de alférez mayor de Guatemala a Carlos Bermúdez de Villafuerte. Resuelto	^^^	^^^	NOTE REVIEWED ON 29 JUL 2022		
GT 18 ram 2 no 32	c428	http://pares.mcu.es/ParesBusquedas20/catalogo/description/347472	http://pares.mcu.es/ParesBusquedas20/catalogo/description/347472	20 Feb 1653	1653-02-20.	"CARTAS DE AUDIENCIA/Carta de Juan Francisco de Esquivel y Larraza, fiscal de la Audiencia de Guatemala."	^^^	^^^	NOTE REVIEWED ON 29 JUL 2022		
GT 18 ram 2 no 33	c429	http://pares.mcu.es/ParesBusquedas20/catalogo/description/347473	http://pares.mcu.es/ParesBusquedas20/catalogo/description/347473	20 Feb 1653	1653-02-20.	CARTAS DE AUDIENCIA/Expediente sobre el papel sellado administración cuentas y resello.	^^^	^^^	NOTE REVIEWED ON 29 JUL 2022		
GT 18 ram 2 no 34	c430	http://pares.mcu.es/ParesBusquedas20/catalogo/description/347474	http://pares.mcu.es/ParesBusquedas20/catalogo/description/347474	22 Feb 1653	1653-02-22.	"CARTAS DE AUDIENCIA/Carta de Juan Francisco de Esquivel y Larraza, fiscal de la Audiencia de Guatemala."	^^^	^^^	NOTE REVIEWED ON 29 JUL 2022		
GT 88 no 18	c3636	http://pares.mcu.es/ParesBusquedas20/catalogo/description/350659	http://pares.mcu.es/ParesBusquedas20/catalogo/description/350659	22 Feb 1653	1653-02-22.	CONFIRMACION DE OFICIO: GASPAR DE ARMAS/Expediente de Confirmación del oficio de regidor de Guatemala a Gaspar de Armas. Resuelto	^^^	^^^	NOTE REVIEWED ON 29 JUL 2022		
GT 18 ram 2 no 35	c431	http://pares.mcu.es/ParesBusquedas20/catalogo/description/347475	http://pares.mcu.es/ParesBusquedas20/catalogo/description/347475	26 Feb 1653	1653-02-26.	"CARTAS DE AUDIENCIA/Carta de Juan Francisco de Esquivel y Larraza, fiscal de la Audiencia de Guatemala. (Incluye carta de 16-I-1652)"	^^^	^^^	NOTE REVIEWED ON 29 JUL 2022		
GT 18 ram 2 no 36	c432	http://pares.mcu.es/ParesBusquedas20/catalogo/description/347476	http://pares.mcu.es/ParesBusquedas20/catalogo/description/347476	1 Mar 1653	1653-03-01.	"CARTAS DE AUDIENCIA/Carta de Juan Francisco de Esquivel y Larraza, fiscal de la Audiencia de Guatemala."	^^^	^^^	NOTE REVIEWED ON 29 JUL 2022		
GT 18 ram 2 no 37	c433	http://pares.mcu.es/ParesBusquedas20/catalogo/description/347477	http://pares.mcu.es/ParesBusquedas20/catalogo/description/347477	3 Mar 1653	1653-03-03.	"CARTAS DE AUDIENCIA/Carta de Juan Francisco de Esquivel y Larraza, fiscal de la Audiencia de Guatemala."	^^^	^^^	NOTE REVIEWED ON 29 JUL 2022		
GT 18 ram 2 no 38	c434	http://pares.mcu.es/ParesBusquedas20/catalogo/description/347478	http://pares.mcu.es/ParesBusquedas20/catalogo/description/347478	9 Mar 1653	1653-03-09.	"CARTAS DE AUDIENCIA/Carta de Juan Francisco de Esquivel y Larraza, fiscal de la Audiencia de Guatemala."	^^^	^^^	NOTE REVIEWED ON 29 JUL 2022		
GT 18 ram 2 no 39	c435	http://pares.mcu.es/ParesBusquedas20/catalogo/description/347479	http://pares.mcu.es/ParesBusquedas20/catalogo/description/347479	10 Mar 1653	1653-03-10.	"CARTAS DE AUDIENCIA/Carta de Juan Francisco de Esquivel y Larraza, fiscal de la Audiencia de Guatemala."	^^^	^^^	NOTE REVIEWED ON 29 JUL 2022		
GT 18 ram 2 no 40	c436	http://pares.mcu.es/ParesBusquedas20/catalogo/description/347480	http://pares.mcu.es/ParesBusquedas20/catalogo/description/347480	15 Mar 1653	1653-03-15.	"CARTAS DE AUDIENCIA/Carta de Juan Francisco de Esquivel y Larraza, fiscal de la Audiencia de Guatemala."	^^^	^^^	NOTE REVIEWED ON 29 JUL 2022		
GT 18 ram 2 no 41	c437	http://pares.mcu.es/ParesBusquedas20/catalogo/description/347481	http://pares.mcu.es/ParesBusquedas20/catalogo/description/347481	17 Mar 1653	1653-03-17.	"CARTAS DE AUDIENCIA/Carta de Juan González Cid, oidor de la Audiencia de Guatemala."	^^^	^^^	NOTE REVIEWED ON 29 JUL 2022		
GT 46 no 82	c3643	http://pares.mcu.es/ParesBusquedas20/catalogo/description/349664	http://pares.mcu.es/ParesBusquedas20/catalogo/description/349664	21 Apr 1653	1653-04-21.	"Cartas de oficiales reales de Guatemala/Carta cuenta presentada por Francisco de Montoya y Valencia, contador y Juan Méndez de Sotomayor, tesorero interino, oficiales reales de la Caja Real de Guatemala."	^^^	^^^	NOTE REVIEWED ON 29 JUL 2022		
GT 102 no 33	c3626	http://pares.mcu.es/ParesBusquedas20/catalogo/description/351156	http://pares.mcu.es/ParesBusquedas20/catalogo/description/351156	16 May 1653	1653-05-16.	CONFIRMACION DE ENCOMIENDA DE JACALTENANGO/Expediente de Confirmación de Encomienda de Jacaltenango en Totonicapán a Juan de Gálvez. Resuelto	^^^	^^^	NOTE REVIEWED ON 29 JUL 2022		
GT 102 no 34	c3627	http://pares.mcu.es/ParesBusquedas20/catalogo/description/351157	http://pares.mcu.es/ParesBusquedas20/catalogo/description/351157	7 Jun 1653	1653-06-07.	CONFIRMACION DE ENCOMIENDA DE ESQUITENANGO/Expediente de Confirmación de Encomienda de Escuitenango a Luis Dávalos Osorio. Resuelto	^^^	^^^	NOTE REVIEWED ON 29 JUL 2022		
GT 18 ram 2 no 42	c438	http://pares.mcu.es/ParesBusquedas20/catalogo/description/347482	http://pares.mcu.es/ParesBusquedas20/catalogo/description/347482	20 Jun 1653	1653-06-20.	"CARTAS DE AUDIENCIA/Carta de Francisco López de Solís, oidor de la Audiencia de Guatemala."	^^^	^^^	NOTE REVIEWED ON 29 JUL 2022		
GT 18 ram 2 no 43	c439	http://pares.mcu.es/ParesBusquedas20/catalogo/description/347483	http://pares.mcu.es/ParesBusquedas20/catalogo/description/347483	3 Aug 1653	1653-08-03.	"CARTAS DE AUDIENCIA/Carta de Juan Francisco de Esquivel y Larraza, fiscal de la Audiencia de Guatemala."	^^^	^^^	NOTE REVIEWED ON 29 JUL 2022		
GT 18 ram 2 no 44	c440	http://pares.mcu.es/ParesBusquedas20/catalogo/description/347484	http://pares.mcu.es/ParesBusquedas20/catalogo/description/347484	6 Aug 1653	1653-08-06.	CARTAS DE AUDIENCIA/Carta de la Audiencia de Guatemala.	^^^	^^^	NOTE REVIEWED ON 29 JUL 2022		
GT 40 ram 38 no 128	c3632	http://pares.mcu.es/ParesBusquedas20/catalogo/description/348974	http://pares.mcu.es/ParesBusquedas20/catalogo/description/348974	14 Aug 1653	1653-08-14.	"CARTAS DE GOBERNADORES/Carta de Gabriel Osorio Ribadeneira, Gobernador de Soconusco."	^^^	^^^	NOTE REVIEWED ON 29 JUL 2022		
GT 88 no 19	c3637	http://pares.mcu.es/ParesBusquedas20/catalogo/description/350660	http://pares.mcu.es/ParesBusquedas20/catalogo/description/350660	23 Aug 1653	1653-08-23.	"CONFIRMACION DE OFICIO: BARTOLOME DE VILLAREAL/Expediente de Confirmación del oficio de provincial de la Santa Hermandad de San Miguel, en Guatemala a Bartolomé de Villareal. Resuelto"	^^^	^^^	NOTE REVIEWED ON 29 JUL 2022		
GT 88 no 20	c3638	http://pares.mcu.es/ParesBusquedas20/catalogo/description/350661	http://pares.mcu.es/ParesBusquedas20/catalogo/description/350661	26 Aug 1653	1653-08-26.	CONFIRMACION DE OFICIO: FRANCISCO MUÑOZ DE ROJAS/Expediente de Confirmación del oficio de receptor de la Audiencia de Guatemala a Francisco Muñoz de Rojas. Resuelto	^^^	^^^	NOTE REVIEWED ON 29 JUL 2022		
GT 102 no 35	c3628	http://pares.mcu.es/ParesBusquedas20/catalogo/description/351158	http://pares.mcu.es/ParesBusquedas20/catalogo/description/351158	28 Aug 1653	1653-08-28.	CONFIRMACION DE ENCOMIENDA DE GUATEMALA/Expediente de Confirmación de Encomienda de Guatemala a Diego Ruiz de Contreras. Resuelto	^^^	^^^	NOTE REVIEWED ON 29 JUL 2022		
GT 88 no 21	c3639	http://pares.mcu.es/ParesBusquedas20/catalogo/description/350662	http://pares.mcu.es/ParesBusquedas20/catalogo/description/350662	2 Sep 1653	1653-09-02.	CONFIRMACION DE OFICIO: JUAN DE BRIONES/Expediente de Confirmación del oficio de procurador de la Audiencia de Guatemala a Juan de Briones. Resuelto	^^^	^^^	NOTE REVIEWED ON 29 JUL 2022		
GT 88 no 22	c3640	http://pares.mcu.es/ParesBusquedas20/catalogo/description/350663	http://pares.mcu.es/ParesBusquedas20/catalogo/description/350663	2 Sep 1653	1653-09-02.	"CONFIRMACION DE OFICIO: PEDRO DE GALVEZ/Expediente de Confirmación del oficio de provincial de la Santa Hermandad de San Salvador, en Guatemala a Pedro de Galvez. Resuelto"	^^^	^^^	NOTE REVIEWED ON 29 JUL 2022		
GT 102 no 36	c3629	http://pares.mcu.es/ParesBusquedas20/catalogo/description/351159	http://pares.mcu.es/ParesBusquedas20/catalogo/description/351159	25 Sep 1653	1653-09-25.	"CONFIRMACION DE ENCOMIENDA DE GUERTEGA, ETC/Expediente de confirmación de encomienda de Guertega en Quisaluaque, jurisdicción de León de Nicaragua, a Antonia y Francisca Dávalos Osorio. Resuelto"	^^^	^^^	NOTE REVIEWED ON 29 JUL 2022		
GT 88 no 23	c3641	http://pares.mcu.es/ParesBusquedas20/catalogo/description/350664	http://pares.mcu.es/ParesBusquedas20/catalogo/description/350664	25 Sep 1653	1653-09-25.	CONFIRMACION DE OFICIO: ANTONIO MARTINEZ FERRERA/Expediente de Confirmación del oficio de notario de las Indias a Antonio Martínez Ferrera. Resuelto	^^^	^^^	NOTE REVIEWED ON 29 JUL 2022		
GT 43 no 108	c991	http://pares.mcu.es/ParesBusquedas20/catalogo/description/349319	http://pares.mcu.es/ParesBusquedas20/catalogo/description/349319	3 Oct 1653	1653-10-03.	"Cartas de cabildos seculares/Memorial presentado por Juan Bautista Lasso de la Vega, vecino y procurador de Valladolid de Comayagua, y copias de reales cédulas, sobre la provisión de encomiendas de indios a los vecinos de Comayagua en la provincia de Honduras."	^^^	^^^	NOTE REVIEWED ON 29 JUL 2022		
GT 43 no 49	c3633	http://pares.mcu.es/ParesBusquedas20/catalogo/description/349260	http://pares.mcu.es/ParesBusquedas20/catalogo/description/349260	20 Oct 1653	1653-10-20.	"Cartas de cabildos seculares/Expediente instruido a instancia de carta del cabildo secular de León, sobre la gestión de Andrés de Arbieto Ozaeta, gobernador de dicha provincia, en la reducción y población de indios y mulatos."	^^^	^^^	NOTE REVIEWED ON 29 JUL 2022		
