Table 1
CF	OID	URL	URL	DATE	DATE	SCOPE	MIL	OLD NOTES	NOTES	EXTRACT	
GT 126 no 1	c4509	http://pares.mcu.es/ParesBusquedas20/catalogo/description/351978	http://pares.mcu.es/ParesBusquedas20/catalogo/description/351978	1 Jan 1638	1638.	"Informaciones: Jerónimo de Pinedo y Carvajal/Informaciones de oficio y parte: Jerónimo de Pinedo y Carvajal, beneficiado de Aguascalientes."	^^^	^^^	NOTE REVIEWED ON 29 JUL 2022		
GT 126 no 2	c4510	http://pares.mcu.es/ParesBusquedas20/catalogo/description/351979	http://pares.mcu.es/ParesBusquedas20/catalogo/description/351979	1 Jan 1638	1638.	"Informaciones: Francisco Ramírez de Valdés/Informaciones de oficio y parte: Francisco Ramírez de Valdés, comisario del Santo Oficio, beneficiado del partido Ozolozalco, gobernación de Soconusco. Información contenida de 1637, con documentación anexa de 1616, 1626 y 1635, con pareceres de la Audiencia de Guatemala, obispo de Chiapa y Gobernador de Soconusco"	^^^	^^^	NOTE REVIEWED ON 29 JUL 2022		
GT 126 no 3	c4511	http://pares.mcu.es/ParesBusquedas20/catalogo/description/351980	http://pares.mcu.es/ParesBusquedas20/catalogo/description/351980	1 Jan 1638	1638.	"Informaciones: Eugenio Rueda y Góngora/Informaciones de oficio y parte: Eugenio Rueda y Góngora, alcalde mayor de San Salvador, natural de Ecija. Información contenida de 1637, con parecer de la Audiencia"	^^^	^^^	NOTE REVIEWED ON 29 JUL 2022		
GT 126 no 4	c4512	http://pares.mcu.es/ParesBusquedas20/catalogo/description/351981	http://pares.mcu.es/ParesBusquedas20/catalogo/description/351981	1 Jan 1638	1638.	"Informaciones: Miguel Mateo/Informaciones de oficio y parte: Miguel Mateo, regidor de Guatemala. Con parecer de la Audiencia"	^^^	^^^	NOTE REVIEWED ON 29 JUL 2022		
GT 85 no 12	c4516	http://pares.mcu.es/ParesBusquedas20/catalogo/description/350498	http://pares.mcu.es/ParesBusquedas20/catalogo/description/350498	13 Jan 1638	1638-01-13.	CONFIRMACION DE OFICIO: GABRIEL ESTEBAN DE SALAZAR/Expediente de Confirmación del oficio de regidor de Santiago de Guatemala a Gabriel Esteban de Salazar. Resuelto	^^^	^^^	NOTE REVIEWED ON 29 JUL 2022		
GT 85 no 13	c4517	http://pares.mcu.es/ParesBusquedas20/catalogo/description/350499	http://pares.mcu.es/ParesBusquedas20/catalogo/description/350499	18 Jan 1638	1638-01-18.	CONFIRMACION DE OFICIO: ALONSO VAZQUEZ DE DUEÑAS/Expediente de Confirmación del oficio de receptor de la Audiencia de Guatemala a Alonso Vázquez de Dueñas. Resuelto	^^^	^^^	NOTE REVIEWED ON 29 JUL 2022		
GT 85 no 14	c4518	http://pares.mcu.es/ParesBusquedas20/catalogo/description/350500	http://pares.mcu.es/ParesBusquedas20/catalogo/description/350500	22 Jan 1638	1638-01-22.	CONFIRMACION DE OFICIO: PEDRO DE SANDOVAL/Expediente de Confirmación del oficio de escribano público del juzgado mayor y de visitas de Soconusco a Pedro de Sandoval. Resuelto	^^^	^^^	NOTE REVIEWED ON 29 JUL 2022		
GT 85 no 15	c4519	http://pares.mcu.es/ParesBusquedas20/catalogo/description/350501	http://pares.mcu.es/ParesBusquedas20/catalogo/description/350501	26 Jan 1638	1638-01-26.	"CONFIRMACION DE OFICIO: MIGUEL DE UNUCA/Expediente de Confirmación del oficio de alférez mayor de Trujillo, Honduras a Miguel de Unuca. Resuelto"	^^^	^^^	NOTE REVIEWED ON 29 JUL 2022		
GT 85 no 16	c4520	http://pares.mcu.es/ParesBusquedas20/catalogo/description/350502	http://pares.mcu.es/ParesBusquedas20/catalogo/description/350502	6 Feb 1638	1638-02-06.	CONFIRMACION DE OFICIO: BARTOLOME DE ZABALETA/Expediente de Confirmación del oficio de escribano y notario real de Indias a Bartolomé de Zabaleta. Resuelto	^^^	^^^	NOTE REVIEWED ON 29 JUL 2022		
GT 85 no 17	c4521	http://pares.mcu.es/ParesBusquedas20/catalogo/description/350503	http://pares.mcu.es/ParesBusquedas20/catalogo/description/350503	8 Feb 1638	1638-02-08.	CONFIRMACION DE OFICIO: PEDRO DE ZABALETA/Expediente de Confirmación del oficio de regidor de Santiago de Guatemala a Pedro de Zabaleta. Resuelto	^^^	^^^	NOTE REVIEWED ON 29 JUL 2022		
GT 39 ram 18 no 123	c35	http://pares.mcu.es/ParesBusquedas20/catalogo/description/348764	http://pares.mcu.es/ParesBusquedas20/catalogo/description/348764	26 Feb 1638	1638-02-26.	"CARTAS DE GOBERNADORES/Expediente sobre que el Obispo absuelva de la condena de excomunión el Gobernador de Honduras, Francisco Martínez de Ribamontán."	^^^	re que el obpo absuelva de condena de excomunión el gob /v PARES cat / ^^^ / ^^^ / re que el obpo absuelva de condena de excomunión el gob /v PARES cat	NOTE REVIEWED ON 29 JUL 2022		
GT 15 ram 17 no 96	c248	http://pares.mcu.es/ParesBusquedas20/catalogo/description/347289	http://pares.mcu.es/ParesBusquedas20/catalogo/description/347289	1 Mar 1638	1638-03-01.	CARTAS DE AUDIENCIA/Carta de la Audiencia de Guatemala.	^^^	^^^	NOTE REVIEWED ON 29 JUL 2022		
GT 42 no 32	c4514	http://pares.mcu.es/ParesBusquedas20/catalogo/description/349144	http://pares.mcu.es/ParesBusquedas20/catalogo/description/349144	3 Mar 1638	1638-03-03.	"Cartas de cabildos seculares/Memorial del cabildo secular de Santiago de Guatemala, solicitando un duplicado de la real cédula en la que se confirmaron las ordenanzas de dicha ciudad."	^^^	^^^	NOTE REVIEWED ON 29 JUL 2022		
GT 46 no 57	c4528	http://pares.mcu.es/ParesBusquedas20/catalogo/description/349639	http://pares.mcu.es/ParesBusquedas20/catalogo/description/349639	30 Apr 1638	1638-04-30.	"Cartas de oficiales reales de Guatemala/Carta de Juan Jiménez, tesorero, y Juan de Alcedo Serralta, contador, informando del envio de caudales."	^^^	^^^	NOTE REVIEWED ON 29 JUL 2022		
GT 39 ram 39 no 186	c4513	http://pares.mcu.es/ParesBusquedas20/catalogo/description/348826	http://pares.mcu.es/ParesBusquedas20/catalogo/description/348826	20 May 1638	1638-05-20.	"CARTAS DE GOBERNADORES/Carta de Gregorio de Sandoval, Gobernador de Costa Rica."	^^^	^^^	NOTE REVIEWED ON 29 JUL 2022		
GT 15 ram 17 no 100	c252	http://pares.mcu.es/ParesBusquedas20/catalogo/description/347293	http://pares.mcu.es/ParesBusquedas20/catalogo/description/347293	26 May 1638	1638-05-26.	CARTAS DE AUDIENCIA/Carta de la Audiencia de Guatemala.	^^^	^^^	NOTE REVIEWED ON 29 JUL 2022		
GT 15 ram 17 no 97	c249	http://pares.mcu.es/ParesBusquedas20/catalogo/description/347290	http://pares.mcu.es/ParesBusquedas20/catalogo/description/347290	26 May 1638	1638-05-26.	CARTAS DE AUDIENCIA/Carta de la Audiencia de Guatemala.	^^^	^^^	NOTE REVIEWED ON 29 JUL 2022		
GT 15 ram 17 no 98	c250	http://pares.mcu.es/ParesBusquedas20/catalogo/description/347291	http://pares.mcu.es/ParesBusquedas20/catalogo/description/347291	26 May 1638	1638-05-26.	"CARTAS DE AUDIENCIA/Carta de Alvaro de Quiñones Osorio, presidente de la Audiencia de Guatemala."	^^^	^^^	NOTE REVIEWED ON 29 JUL 2022		
GT 15 ram 17 no 99	c251	http://pares.mcu.es/ParesBusquedas20/catalogo/description/347292	http://pares.mcu.es/ParesBusquedas20/catalogo/description/347292	26 May 1638	1638-05-26.	"CARTAS DE AUDIENCIA/Carta de Alvaro de Quiñones Osorio, presidente de la Audiencia de Guatemala."	^^^	^^^	NOTE REVIEWED ON 29 JUL 2022		
GT 15 ram 17 no 101	c253	http://pares.mcu.es/ParesBusquedas20/catalogo/description/347294	http://pares.mcu.es/ParesBusquedas20/catalogo/description/347294	31 May 1638	1638-05-31.	"CARTAS DE AUDIENCIA/Carta de Alonso Moratalla Tebar, oidor de la Audiencia de Guatemala."	^^^	^^^	NOTE REVIEWED ON 29 JUL 2022		
GT 39 ram 18 no 124	c36	http://pares.mcu.es/ParesBusquedas20/catalogo/description/348765	http://pares.mcu.es/ParesBusquedas20/catalogo/description/348765	14 Jun 1638	1638-06-14.	"CARTAS DE GOBERNADORES/Memorial de Francisco Martínez de Ribamontán, Gobernador de Honduras."	0	re gob and obpo feud and excomunion de gob por obpo /v f 3 img 3 / ^^^ / ^^^ / re gob and obpo feud and excomunion de gob por obpo /v f 3 img 3	NOTE REVIEWED ON 29 JUL 2022		
GT 46 no 58	c4529	http://pares.mcu.es/ParesBusquedas20/catalogo/description/349640	http://pares.mcu.es/ParesBusquedas20/catalogo/description/349640	1 Jul 1638	1638-07-01.	"Cartas de oficiales reales de Guatemala/Carta de Juan Jiménez, tesorero y Juan de Alcedo Serralta, contador, informando del recibo de reales cédulas sobre el valor del Obispado de Chiapa y cobro de mesadas y condenaciones."	^^^	^^^	NOTE REVIEWED ON 29 JUL 2022		
GT 85 no 18	c4522	http://pares.mcu.es/ParesBusquedas20/catalogo/description/350504	http://pares.mcu.es/ParesBusquedas20/catalogo/description/350504	26 Aug 1638	1638-08-26.	CONFIRMACION DE OFICIO: ANTONIO JUAREZ/Expediente de Confirmación del oficio de regidor de San Salvador en Guatemala a Antonio Juarez. Resuelto	^^^	^^^	NOTE REVIEWED ON 29 JUL 2022		
GT 85 no 19	c4523	http://pares.mcu.es/ParesBusquedas20/catalogo/description/350505	http://pares.mcu.es/ParesBusquedas20/catalogo/description/350505	10 Dec 1638	1638-12-10.	"CONFIRMACION DE OFICIO: SEBASTIAN ORTIZ/Expediente de Confirmación del oficio de alguacil mayor de Nueva Segobia, en Nicaragua a Sebastián Ortíz. Resuelto"	^^^	^^^	NOTE REVIEWED ON 29 JUL 2022		
GT 49 no 89	c4515	http://pares.mcu.es/ParesBusquedas20/catalogo/description/349932	http://pares.mcu.es/ParesBusquedas20/catalogo/description/349932	20 Dec 1638	1638-12-20.	"Cartas de oficiales reales de Honduras/Carta de Antonio de Urzuriaga, tesorero de la provincia de Honduras, informando del proceso que se sigue contra él."	^^^	^^^	NOTE REVIEWED ON 29 JUL 2022		
GT 125 no 16	c4433	http://pares.mcu.es/ParesBusquedas20/catalogo/description/351976	http://pares.mcu.es/ParesBusquedas20/catalogo/description/351976	1 Jan 1639	1639.	Informaciones: Pedro Verastegui/Informaciones de oficio y parte: Relación de mercancias enviadas al secretario Pedro Verastegui.	^^^	^^^	NOTE REVIEWED ON 29 JUL 2022		
GT 85 no 29	c4449	http://pares.mcu.es/ParesBusquedas20/catalogo/description/350515	http://pares.mcu.es/ParesBusquedas20/catalogo/description/350515	1 Jan 1639	1639.	"CONFIRMACION DE OFICIO: SALVADOR DE AGUILERA/Expediente de Confirmación del oficio de alférez mayor de Nueva Segovia, en Guatemala a Salvador de Aguilera. Resuelto"	^^^	^^^	NOTE REVIEWED ON 29 JUL 2022		
GT 16 ram 1 no 1	c254	http://pares.mcu.es/ParesBusquedas20/catalogo/description/347296	http://pares.mcu.es/ParesBusquedas20/catalogo/description/347296	12 Jan 1639	1639-01-12.	"CARTAS DE AUDIENCIA/Expediente promovido por el presidente Alvaro de Quiñones y Osorio, sobre haber impuesto a los indios medio real."	^^^	^^^	NOTE REVIEWED ON 29 JUL 2022		
GT 16 ram 1 no 2	c255	http://pares.mcu.es/ParesBusquedas20/catalogo/description/347297	http://pares.mcu.es/ParesBusquedas20/catalogo/description/347297	14 Jan 1639	1639-01-14.	"CARTAS DE AUDIENCIA/Carta de Alvaro de Quiñones Osorio, presidente de la Audiencia de Guatemala."	^^^	^^^	NOTE REVIEWED ON 29 JUL 2022		
GT 16 ram 1 no 3	c256	http://pares.mcu.es/ParesBusquedas20/catalogo/description/347298	http://pares.mcu.es/ParesBusquedas20/catalogo/description/347298	15 Jan 1639	1639-01-15.	"CARTAS DE AUDIENCIA/Carta de Alvaro de Quiñones Osorio, presidente de la Audiencia de Guatemala."	^^^	^^^	NOTE REVIEWED ON 29 JUL 2022		
GT 16 ram 1 no 4	c257	http://pares.mcu.es/ParesBusquedas20/catalogo/description/347299	http://pares.mcu.es/ParesBusquedas20/catalogo/description/347299	15 Jan 1639	1639-01-15.	"CARTAS DE AUDIENCIA/Carta de Alvaro de Quiñones Osorio, presidente de la Audiencia de Guatemala."	^^^	^^^	NOTE REVIEWED ON 29 JUL 2022		
GT 16 ram 1 no 5	c258	http://pares.mcu.es/ParesBusquedas20/catalogo/description/347300	http://pares.mcu.es/ParesBusquedas20/catalogo/description/347300	24 Jan 1639	1639-01-24.	"CARTAS DE AUDIENCIA/Carta de Pedro Melián, oidor de la Audiencia de Guatemala."	^^^	^^^	NOTE REVIEWED ON 29 JUL 2022		
GT 16 ram 1 no 6	c259	http://pares.mcu.es/ParesBusquedas20/catalogo/description/347301	http://pares.mcu.es/ParesBusquedas20/catalogo/description/347301	30 Jan 1639	1639-01-30.	CARTAS DE AUDIENCIA/Carta de la Audiencia de Guatemala.	^^^	^^^	NOTE REVIEWED ON 29 JUL 2022		
GT 16 ram 1 no 7	c260	http://pares.mcu.es/ParesBusquedas20/catalogo/description/347302	http://pares.mcu.es/ParesBusquedas20/catalogo/description/347302	31 Jan 1639	1639-01-31.	CARTAS DE AUDIENCIA/Carta de la Audiencia de Guatemala.	^^^	^^^	NOTE REVIEWED ON 29 JUL 2022		
GT 39 ram 39 no 187	c4434	http://pares.mcu.es/ParesBusquedas20/catalogo/description/348827	http://pares.mcu.es/ParesBusquedas20/catalogo/description/348827	1 Feb 1639	1639-02-01.	"CARTAS DE GOBERNADORES/Carta de Gregorio de Sandoval, Gobernador de Costa Rica."	^^^	^^^	NOTE REVIEWED ON 29 JUL 2022		
GT 16 ram 1 no 8	c261	http://pares.mcu.es/ParesBusquedas20/catalogo/description/347303	http://pares.mcu.es/ParesBusquedas20/catalogo/description/347303	7 Feb 1639	1639-02-07.	CARTAS DE AUDIENCIA/Carta de la Audiencia de Guatemala.	^^^	^^^	NOTE REVIEWED ON 29 JUL 2022		
GT 16 ram 1 no 10	c263	http://pares.mcu.es/ParesBusquedas20/catalogo/description/347305	http://pares.mcu.es/ParesBusquedas20/catalogo/description/347305	9 Feb 1639	1639-02-09.	"CARTAS DE AUDIENCIA/Carta de Pedro Vázquez de Velasco, fiscal de la Audiencia de Guatemala."	^^^	^^^	NOTE REVIEWED ON 29 JUL 2022		
GT 16 ram 1 no 11	c264	http://pares.mcu.es/ParesBusquedas20/catalogo/description/347306	http://pares.mcu.es/ParesBusquedas20/catalogo/description/347306	9 Feb 1639	1639-02-09.	"CARTAS DE AUDIENCIA/Carta de Pedro Vázquez de Velasco, fiscal de la Audiencia de Guatemala."	^^^	^^^	NOTE REVIEWED ON 29 JUL 2022		
GT 16 ram 1 no 9	c262	http://pares.mcu.es/ParesBusquedas20/catalogo/description/347304	http://pares.mcu.es/ParesBusquedas20/catalogo/description/347304	9 Feb 1639	1639-02-09.	CARTAS DE AUDIENCIA/Carta de la Audiencia de Guatemala.	^^^	^^^	NOTE REVIEWED ON 29 JUL 2022		
GT 44B no 76	c4439	http://pares.mcu.es/ParesBusquedas20/catalogo/description/349439	http://pares.mcu.es/ParesBusquedas20/catalogo/description/349439	14 Feb 1639	1639-02-14.	"Cartas de cabildos seculares/Carta del cabildo secular de Cartago, y testimonio, informando de la necesidad de abrir un camino para el puerto de Punta Blanca."	^^^	^^^	NOTE REVIEWED ON 29 JUL 2022		
GT 85 no 20	c4440	http://pares.mcu.es/ParesBusquedas20/catalogo/description/350506	http://pares.mcu.es/ParesBusquedas20/catalogo/description/350506	11 Mar 1639	1639-03-11.	"CONFIRMACION DE OFICIO: DOMINGO DE LIRA/Expediente de Confirmación del oficio de alguacil mayor de Zapotitlán, en Guatemala a Domingo de Lira. Resuelto"	^^^	^^^	NOTE REVIEWED ON 29 JUL 2022		
GT 101 no 6	c4429	http://pares.mcu.es/ParesBusquedas20/catalogo/description/351083	http://pares.mcu.es/ParesBusquedas20/catalogo/description/351083	10 Apr 1639	1639-04-10.	"CONFIRMACION DE ENCOMIENDA DE HUEHUETENANGO, ETC/Expediente de Confirmación de Encomienda de Huehuetenango, Mazatenango, Santa Bárbara, San Sebastián, Santa Isabel, Chil y Chiantla en Guatemala a Tomás Cilieza Velasco. Resuelto"	^^^	^^^	NOTE REVIEWED ON 29 JUL 2022		
GT 40 ram 15 no 46	c4435	http://pares.mcu.es/ParesBusquedas20/catalogo/description/348893	http://pares.mcu.es/ParesBusquedas20/catalogo/description/348893	16 May 1639	1639-05-16.	"CARTAS DE GOBERNADORES/Carta de Juan de Bracamonte, Gobernador de Nicaragua."	^^^	^^^	NOTE REVIEWED ON 29 JUL 2022		
GT 85 no 21	c4441	http://pares.mcu.es/ParesBusquedas20/catalogo/description/350507	http://pares.mcu.es/ParesBusquedas20/catalogo/description/350507	17 Aug 1639	1639-08-17.	"CONFIRMACION DE OFICIO: GREGORIO MARTINEZ DE PORTA/Expediente de Confirmación del oficio de escribano público de Granada, en Nicaragua a Gregorio Martínez de Porta. Resuelto"	^^^	^^^	NOTE REVIEWED ON 29 JUL 2022		
GT 85 no 22	c4442	http://pares.mcu.es/ParesBusquedas20/catalogo/description/350508	http://pares.mcu.es/ParesBusquedas20/catalogo/description/350508	2 Sep 1639	1639-09-02.	"CONFIRMACION DE OFICIO: FRANCISCO ARIAS SAAVEDRA/Expediente de Confirmación del oficio de escribano público y de registros del puerto de Santo Tomás de Castilla, en Guatemala a Francisco Arias Saavedra. Resuelto"	^^^	^^^	NOTE REVIEWED ON 29 JUL 2022		
GT 85 no 23	c4443	http://pares.mcu.es/ParesBusquedas20/catalogo/description/350509	http://pares.mcu.es/ParesBusquedas20/catalogo/description/350509	2 Sep 1639	1639-09-02.	"CONFIRMACION DE OFICIO: LAZARO DE BERGANZA/Expediente de Confirmación del oficio de escribano público de Acazabastlán, en Guatemala a Lázaro de Berganza. Resuelto"	^^^	^^^	NOTE REVIEWED ON 29 JUL 2022		
GT 101 no 7	c4430	http://pares.mcu.es/ParesBusquedas20/catalogo/description/351084	http://pares.mcu.es/ParesBusquedas20/catalogo/description/351084	16 Sep 1639	1639-09-16.	CONFIRMACION DE ENCOMIENDA DE SANTIAGO PASSICIA/Expediente de Confirmación de Encomienda de Santiago Passicia en Guatemala a Andrés Criado de Castilla. Resuelto	^^^	^^^	NOTE REVIEWED ON 29 JUL 2022		
MX 1067 leg 12	c4393	http://pares.mcu.es/ParesBusquedas20/catalogo/description/370639	http://pares.mcu.es/ParesBusquedas20/catalogo/description/370639	23 Sep 1639	1639-09-23.	"Registros de oficio para las autoridades de Nueva España/Registro de oficio: Reales Cédulas y Provisiones, Cartas Reales, etc. conteniendo disposiciones de gobierno y gracia para las autoridades seculares y eclesiásticas del distrito del virreinato de Nueva España. Libro F 12"	^^^	^^^	NOTE REVIEWED ON 29 JUL 2022		
GT 85 no 24	c4444	http://pares.mcu.es/ParesBusquedas20/catalogo/description/350510	http://pares.mcu.es/ParesBusquedas20/catalogo/description/350510	28 Sep 1639	1639-09-28.	"CONFIRMACION DE OFICIO: ALONSO PAEZ DE GRAGEDA/Expediente de Confirmación del oficio de escribano público y de visitas de Guazacapán, en Guatemala a Alonso Paez de Grageda. Resuelto"	^^^	^^^	NOTE REVIEWED ON 29 JUL 2022		
GT 85 no 25	c4445	http://pares.mcu.es/ParesBusquedas20/catalogo/description/350511	http://pares.mcu.es/ParesBusquedas20/catalogo/description/350511	28 Sep 1639	1639-09-28.	"CONFIRMACION DE OFICIO: MARCOS SANCHEZ DE URRUTIA/Expediente de Confirmación del oficio de alguacil mayor de la Santísima Trinidad, en Guatemala a Marcos Sánchez de Urrutia. Resuelto"	^^^	^^^	NOTE REVIEWED ON 29 JUL 2022		
GT 40 ram 16 no 48	c4437	http://pares.mcu.es/ParesBusquedas20/catalogo/description/348895	http://pares.mcu.es/ParesBusquedas20/catalogo/description/348895	30 Sep 1639	1639-09-30.	CARTAS DE GOBERNADORES/Copia de Real Cédula a la Audiencia de Guatemala para que no envie ministros a contar los indios de aquella provincia sino que lo remita a la justicia ordinaria de su distrito.	^^^	^^^	NOTE REVIEWED ON 29 JUL 2022		
GT 85 no 26	c4446	http://pares.mcu.es/ParesBusquedas20/catalogo/description/350512	http://pares.mcu.es/ParesBusquedas20/catalogo/description/350512	5 Oct 1639	1639-10-05.	CONFIRMACION DE OFICIO: JUAN BAUTISTA SILICEA VELASCO/Expediente de Confirmación del oficio de alguacil mayor de Guatemala a Juan Bautista Silicea Velasco. Resuelto	^^^	^^^	NOTE REVIEWED ON 29 JUL 2022		
GT 85 no 27	c4447	http://pares.mcu.es/ParesBusquedas20/catalogo/description/350513	http://pares.mcu.es/ParesBusquedas20/catalogo/description/350513	10 Oct 1639	1639-10-10.	"CONFIRMACION DE OFICIO: BARTOLOME GARCIA GUARDADO/Expediente de Confirmación del oficio de escribano público del cabildo, cajas y registros de San Miguel en Guatemala a Bartolomé García Guardado. Resuelto"	^^^	^^^	NOTE REVIEWED ON 29 JUL 2022		
GT 85 no 28	c4448	http://pares.mcu.es/ParesBusquedas20/catalogo/description/350514	http://pares.mcu.es/ParesBusquedas20/catalogo/description/350514	12 Oct 1639	1639-10-12.	CONFIRMACION DE OFICIO: DIEGO DE ESCOBAR/Expediente de Confirmación del oficio de escribano real de Indias a Diego de Escobar. Resuelto	^^^	^^^	NOTE REVIEWED ON 29 JUL 2022		
